,id,team_fifa_api_id,team_api_id,date,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayDribblingClass,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass,id,team_api_id,team_fifa_api_id,team_long_name,team_short_name
358,544,62,9747,2010-02-22 00:00:00,35,Balanced,Little,30,Short,Organised,45,Normal,55,Normal,70,Lots,Organised,30,Deep,65,Press,30,Narrow,Offside Trap,13343,9747,62,En Avant de Guingamp,GUI
359,545,62,9747,2012-02-22 00:00:00,52,Balanced,Little,48,Mixed,Organised,53,Normal,49,Normal,48,Normal,Organised,33,Deep,43,Press,49,Normal,Cover,13343,9747,62,En Avant de Guingamp,GUI
360,546,62,9747,2013-09-20 00:00:00,52,Balanced,Little,48,Mixed,Organised,53,Normal,49,Normal,59,Normal,Organised,46,Medium,43,Press,49,Normal,Cover,13343,9747,62,En Avant de Guingamp,GUI
361,547,62,9747,2014-09-19 00:00:00,63,Balanced,Normal,48,Mixed,Organised,53,Normal,49,Normal,48,Normal,Organised,43,Medium,47,Press,49,Normal,Cover,13343,9747,62,En Avant de Guingamp,GUI
362,548,62,9747,2015-09-10 00:00:00,63,Balanced,Normal,58,Mixed,Organised,42,Normal,56,Normal,36,Normal,Organised,49,Medium,47,Press,49,Normal,Cover,13343,9747,62,En Avant de Guingamp,GUI
363,401,10020,7842,2013-09-20 00:00:00,66,Balanced,Little,52,Mixed,Organised,47,Normal,53,Normal,39,Normal,Free Form,46,Medium,49,Press,55,Normal,Cover,37214,7842,10020,Estoril Praia,EST
364,402,10020,7842,2014-09-19 00:00:00,66,Balanced,Normal,52,Mixed,Organised,47,Normal,53,Normal,39,Normal,Organised,46,Medium,49,Press,55,Normal,Cover,37214,7842,10020,Estoril Praia,EST
365,403,10020,7842,2015-09-10 00:00:00,59,Balanced,Normal,52,Mixed,Organised,47,Normal,53,Normal,39,Normal,Organised,46,Medium,49,Press,55,Normal,Cover,37214,7842,10020,Estoril Praia,EST
366,405,7,8668,2010-02-22 00:00:00,60,Balanced,Little,65,Mixed,Organised,60,Normal,70,Lots,45,Normal,Organised,40,Medium,70,Double,40,Normal,Cover,3467,8668,7,Everton,EVE
367,406,7,8668,2011-02-22 00:00:00,60,Balanced,Little,50,Mixed,Organised,55,Normal,70,Lots,55,Normal,Organised,55,Medium,65,Press,60,Normal,Cover,3467,8668,7,Everton,EVE
368,407,7,8668,2012-02-22 00:00:00,56,Balanced,Little,56,Mixed,Organised,48,Normal,57,Normal,56,Normal,Organised,50,Medium,50,Press,60,Normal,Cover,3467,8668,7,Everton,EVE
369,408,7,8668,2013-09-20 00:00:00,58,Balanced,Little,62,Mixed,Organised,48,Normal,59,Normal,32,Little,Organised,41,Medium,44,Press,59,Normal,Cover,3467,8668,7,Everton,EVE
370,409,7,8668,2014-09-19 00:00:00,61,Balanced,Normal,42,Mixed,Organised,39,Normal,59,Normal,48,Normal,Organised,52,Medium,58,Press,60,Normal,Cover,3467,8668,7,Everton,EVE
371,410,7,8668,2015-09-10 00:00:00,43,Balanced,Normal,40,Mixed,Organised,39,Normal,33,Little,63,Normal,Organised,52,Medium,58,Press,59,Normal,Cover,3467,8668,7,Everton,EVE
372,416,1971,10218,2011-02-22 00:00:00,73,Fast,Little,59,Mixed,Organised,77,Risky,33,Little,52,Normal,Organised,25,Deep,47,Press,33,Narrow,Cover,27780,10218,1971,Excelsior,EXC
373,417,1971,10218,2012-02-22 00:00:00,47,Balanced,Little,52,Mixed,Organised,63,Normal,45,Normal,37,Normal,Organised,23,Deep,30,Contain,32,Narrow,Cover,27780,10218,1971,Excelsior,EXC
374,418,1971,10218,2015-09-10 00:00:00,53,Balanced,Normal,69,Long,Organised,48,Normal,45,Normal,43,Normal,Organised,29,Deep,41,Press,36,Normal,Cover,27780,10218,1971,Excelsior,EXC
375,1,434,9930,2010-02-22 00:00:00,60,Balanced,Little,50,Mixed,Organised,60,Normal,65,Normal,55,Normal,Organised,50,Medium,55,Press,45,Normal,Cover,49119,9930,434,FC Aarau,AAR
376,2,434,9930,2014-09-19 00:00:00,52,Balanced,Normal,56,Mixed,Organised,54,Normal,63,Normal,64,Normal,Organised,47,Medium,44,Press,54,Normal,Cover,49119,9930,434,FC Aarau,AAR
377,3,434,9930,2015-09-10 00:00:00,47,Balanced,Normal,54,Mixed,Organised,54,Normal,63,Normal,64,Normal,Organised,47,Medium,44,Press,54,Normal,Cover,49119,9930,434,FC Aarau,AAR
378,69,112513,158085,2014-09-19 00:00:00,69,Fast,Normal,39,Mixed,Organised,55,Normal,59,Normal,46,Normal,Organised,35,Medium,37,Press,37,Normal,Cover,37696,158085,112513,FC Arouca,ARO
379,70,112513,158085,2015-09-10 00:00:00,65,Balanced,Normal,39,Mixed,Organised,55,Normal,59,Normal,46,Normal,Organised,37,Medium,39,Press,37,Normal,Cover,37696,158085,112513,FC Arouca,ARO
380,101,100409,8406,2010-02-22 00:00:00,45,Balanced,Little,45,Mixed,Organised,35,Normal,70,Lots,70,Lots,Organised,45,Medium,55,Press,45,Normal,Cover,17465,8406,100409,FC Augsburg,AUG
381,102,100409,8406,2011-02-22 00:00:00,68,Fast,Little,40,Mixed,Organised,52,Normal,64,Normal,72,Lots,Organised,59,Medium,49,Press,42,Normal,Cover,17465,8406,100409,FC Augsburg,AUG
382,103,100409,8406,2012-02-22 00:00:00,55,Balanced,Little,55,Mixed,Organised,49,Normal,57,Normal,55,Normal,Organised,47,Medium,58,Press,56,Normal,Cover,17465,8406,100409,FC Augsburg,AUG
383,104,100409,8406,2013-09-20 00:00:00,40,Balanced,Little,55,Mixed,Organised,49,Normal,72,Lots,53,Normal,Organised,33,Deep,43,Press,52,Normal,Cover,17465,8406,100409,FC Augsburg,AUG
384,105,100409,8406,2014-09-19 00:00:00,62,Balanced,Normal,69,Long,Organised,41,Normal,63,Normal,56,Normal,Organised,47,Medium,55,Press,52,Normal,Cover,17465,8406,100409,FC Augsburg,AUG
385,106,100409,8406,2015-09-10 00:00:00,59,Balanced,Normal,55,Mixed,Organised,49,Normal,62,Normal,55,Normal,Organised,34,Medium,50,Press,59,Normal,Cover,17465,8406,100409,FC Augsburg,AUG
386,119,241,8634,2010-02-22 00:00:00,42,Balanced,Little,30,Short,Free Form,65,Normal,40,Normal,70,Lots,Free Form,70,High,30,Contain,70,Wide,Offside Trap,43042,8634,241,FC Barcelona,BAR
387,120,241,8634,2011-02-22 00:00:00,43,Balanced,Little,34,Mixed,Free Form,59,Normal,25,Little,68,Lots,Free Form,67,High,43,Press,68,Wide,Cover,43042,8634,241,FC Barcelona,BAR
388,121,241,8634,2012-02-22 00:00:00,24,Slow,Little,25,Short,Free Form,37,Normal,24,Little,54,Normal,Free Form,66,Medium,63,Press,66,Normal,Cover,43042,8634,241,FC Barcelona,BAR
389,122,241,8634,2013-09-20 00:00:00,35,Balanced,Little,32,Short,Free Form,37,Normal,31,Little,35,Normal,Free Form,61,Medium,63,Press,65,Normal,Cover,43042,8634,241,FC Barcelona,BAR
390,123,241,8634,2014-09-19 00:00:00,35,Balanced,Normal,32,Short,Free Form,37,Normal,31,Little,35,Normal,Free Form,61,Medium,63,Press,65,Normal,Cover,43042,8634,241,FC Barcelona,BAR
391,124,241,8634,2015-09-10 00:00:00,36,Balanced,Normal,51,Mixed,Free Form,36,Normal,49,Normal,56,Normal,Free Form,61,Medium,65,Press,65,Normal,Cover,43042,8634,241,FC Barcelona,BAR
392,131,896,9931,2010-02-22 00:00:00,40,Balanced,Little,45,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,60,Medium,60,Press,60,Normal,Cover,49118,9931,896,FC Basel,BAS
393,132,896,9931,2011-02-22 00:00:00,46,Balanced,Little,40,Mixed,Organised,51,Normal,54,Normal,49,Normal,Organised,38,Medium,53,Press,55,Normal,Cover,49118,9931,896,FC Basel,BAS
394,133,896,9931,2012-02-22 00:00:00,61,Balanced,Little,46,Mixed,Organised,66,Normal,66,Normal,54,Normal,Organised,47,Medium,58,Press,53,Normal,Cover,49118,9931,896,FC Basel,BAS
395,134,896,9931,2013-09-20 00:00:00,61,Balanced,Little,46,Mixed,Organised,66,Normal,66,Normal,54,Normal,Organised,47,Medium,58,Press,53,Normal,Cover,49118,9931,896,FC Basel,BAS
396,135,896,9931,2014-09-19 00:00:00,61,Balanced,Normal,46,Mixed,Organised,66,Normal,66,Normal,54,Normal,Organised,47,Medium,58,Press,53,Normal,Cover,49118,9931,896,FC Basel,BAS
397,136,896,9931,2015-09-10 00:00:00,61,Balanced,Normal,46,Mixed,Organised,66,Normal,66,Normal,54,Normal,Organised,47,Medium,58,Press,53,Normal,Cover,49118,9931,896,FC Basel,BAS
398,143,21,9823,2010-02-22 00:00:00,65,Balanced,Little,40,Mixed,Free Form,65,Normal,70,Lots,70,Lots,Free Form,70,High,40,Press,65,Normal,Cover,15617,9823,21,FC Bayern Munich,BMU
399,144,21,9823,2011-02-22 00:00:00,42,Balanced,Little,40,Mixed,Organised,34,Normal,30,Little,72,Lots,Free Form,39,Medium,52,Press,65,Normal,Cover,15617,9823,21,FC Bayern Munich,BMU
400,145,21,9823,2012-02-22 00:00:00,47,Balanced,Little,40,Mixed,Organised,34,Normal,31,Little,55,Normal,Organised,49,Medium,35,Press,50,Normal,Cover,15617,9823,21,FC Bayern Munich,BMU
401,146,21,9823,2013-09-20 00:00:00,56,Balanced,Little,41,Mixed,Organised,40,Normal,44,Normal,39,Normal,Organised,52,Medium,54,Press,52,Normal,Cover,15617,9823,21,FC Bayern Munich,BMU
402,147,21,9823,2014-09-19 00:00:00,37,Balanced,Normal,22,Short,Free Form,21,Safe,38,Normal,40,Normal,Free Form,61,Medium,59,Press,40,Normal,Cover,15617,9823,21,FC Bayern Munich,BMU
403,148,21,9823,2015-09-10 00:00:00,45,Balanced,Little,28,Short,Free Form,37,Normal,31,Little,22,Little,Free Form,72,High,53,Press,59,Normal,Cover,15617,9823,21,FC Bayern Munich,BMU
404,426,100626,6631,2015-09-10 00:00:00,39,Balanced,Little,62,Mixed,Organised,62,Normal,66,Normal,48,Normal,Organised,51,Medium,58,Press,55,Normal,Cover,30222,6631,100626,FC Dordrecht,DOR
405,390,162,8398,2010-02-22 00:00:00,45,Balanced,Little,55,Mixed,Organised,30,Safe,55,Normal,45,Normal,Organised,68,High,70,Double,68,Wide,Cover,15629,8398,162,FC Energie Cottbus,COT
406,391,162,8398,2011-02-22 00:00:00,64,Balanced,Little,55,Mixed,Organised,71,Risky,38,Normal,52,Normal,Organised,58,Medium,48,Press,40,Normal,Cover,15629,8398,162,FC Energie Cottbus,COT
407,392,162,8398,2012-02-22 00:00:00,50,Balanced,Little,48,Mixed,Organised,47,Normal,67,Lots,53,Normal,Organised,57,Medium,47,Press,52,Normal,Cover,15629,8398,162,FC Energie Cottbus,COT
408,393,162,8398,2013-09-20 00:00:00,50,Balanced,Little,48,Mixed,Organised,47,Normal,67,Lots,53,Normal,Organised,57,Medium,47,Press,52,Normal,Cover,15629,8398,162,FC Energie Cottbus,COT
409,394,162,8398,2014-09-19 00:00:00,39,Balanced,Normal,40,Mixed,Organised,52,Normal,67,Lots,56,Normal,Organised,47,Medium,55,Press,52,Normal,Cover,15629,8398,162,FC Energie Cottbus,COT
410,427,1915,8674,2010-02-22 00:00:00,41,Balanced,Little,32,Short,Organised,40,Normal,47,Normal,69,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover,26548,8674,1915,FC Groningen,GRO
411,428,1915,8674,2011-02-22 00:00:00,51,Balanced,Little,39,Mixed,Organised,48,Normal,67,Lots,62,Normal,Organised,43,Medium,44,Press,49,Normal,Cover,26548,8674,1915,FC Groningen,GRO
412,429,1915,8674,2012-02-22 00:00:00,44,Balanced,Little,41,Mixed,Organised,48,Normal,64,Normal,42,Normal,Organised,49,Medium,47,Press,53,Normal,Cover,26548,8674,1915,FC Groningen,GRO
413,430,1915,8674,2013-09-20 00:00:00,44,Balanced,Little,44,Mixed,Organised,56,Normal,58,Normal,42,Normal,Organised,49,Medium,47,Press,53,Normal,Cover,26548,8674,1915,FC Groningen,GRO
414,431,1915,8674,2014-09-19 00:00:00,48,Balanced,Normal,38,Mixed,Organised,57,Normal,59,Normal,45,Normal,Organised,49,Medium,47,Press,53,Normal,Cover,26548,8674,1915,FC Groningen,GRO
415,432,1915,8674,2015-09-10 00:00:00,55,Balanced,Little,55,Mixed,Organised,57,Normal,59,Normal,54,Normal,Organised,49,Medium,47,Press,53,Normal,Cover,26548,8674,1915,FC Groningen,GRO
416,603,111239,8234,2011-02-22 00:00:00,47,Balanced,Little,54,Mixed,Organised,54,Normal,51,Normal,46,Normal,Organised,37,Medium,50,Press,53,Normal,Cover,19916,8234,111239,FC Ingolstadt 04,ING
417,604,111239,8234,2012-02-22 00:00:00,55,Balanced,Little,46,Mixed,Organised,47,Normal,53,Normal,51,Normal,Organised,33,Deep,42,Press,49,Normal,Cover,19916,8234,111239,FC Ingolstadt 04,ING
418,605,111239,8234,2013-09-20 00:00:00,55,Balanced,Little,46,Mixed,Organised,47,Normal,53,Normal,51,Normal,Organised,33,Deep,42,Press,49,Normal,Cover,19916,8234,111239,FC Ingolstadt 04,ING
419,606,111239,8234,2014-09-19 00:00:00,54,Balanced,Normal,47,Mixed,Organised,53,Normal,33,Little,52,Normal,Organised,42,Medium,36,Press,49,Normal,Cover,19916,8234,111239,FC Ingolstadt 04,ING
420,607,111239,8234,2015-09-10 00:00:00,55,Balanced,Normal,46,Mixed,Organised,47,Normal,53,Normal,51,Normal,Organised,37,Medium,48,Press,49,Normal,Cover,19916,8234,111239,FC Ingolstadt 04,ING
421,672,1862,7730,2010-02-22 00:00:00,30,Slow,Little,60,Mixed,Organised,40,Normal,60,Normal,60,Normal,Organised,55,Medium,60,Press,50,Normal,Cover,50204,7730,1862,FC Lausanne-Sports,LAU
422,673,1862,7730,2012-02-22 00:00:00,37,Balanced,Little,49,Mixed,Organised,52,Normal,60,Normal,48,Normal,Organised,43,Medium,43,Press,55,Normal,Cover,50204,7730,1862,FC Lausanne-Sports,LAU
423,674,1862,7730,2013-09-20 00:00:00,51,Balanced,Little,49,Mixed,Organised,52,Normal,60,Normal,48,Normal,Organised,43,Medium,43,Press,55,Normal,Cover,50204,7730,1862,FC Lausanne-Sports,LAU
424,675,1862,7730,2014-09-19 00:00:00,37,Balanced,Normal,49,Mixed,Organised,52,Normal,60,Normal,52,Normal,Organised,46,Medium,44,Press,55,Normal,Cover,50204,7730,1862,FC Lausanne-Sports,LAU
425,765,217,8689,2010-02-22 00:00:00,45,Balanced,Little,70,Long,Organised,30,Safe,50,Normal,40,Normal,Organised,70,High,60,Press,70,Wide,Offside Trap,9544,8689,217,FC Lorient,LOR
426,766,217,8689,2011-02-22 00:00:00,35,Balanced,Little,35,Mixed,Organised,80,Risky,50,Normal,50,Normal,Organised,55,Medium,35,Press,65,Normal,Cover,9544,8689,217,FC Lorient,LOR
427,767,217,8689,2012-02-22 00:00:00,60,Balanced,Little,42,Mixed,Organised,48,Normal,53,Normal,64,Normal,Organised,43,Medium,47,Press,48,Normal,Cover,9544,8689,217,FC Lorient,LOR
428,768,217,8689,2013-09-20 00:00:00,60,Balanced,Little,42,Mixed,Organised,48,Normal,53,Normal,64,Normal,Organised,43,Medium,47,Press,48,Normal,Cover,9544,8689,217,FC Lorient,LOR
429,769,217,8689,2014-09-19 00:00:00,60,Balanced,Normal,42,Mixed,Organised,48,Normal,53,Normal,64,Normal,Organised,43,Medium,47,Press,48,Normal,Cover,9544,8689,217,FC Lorient,LOR
430,770,217,8689,2015-09-10 00:00:00,57,Balanced,Normal,50,Mixed,Organised,48,Normal,53,Normal,46,Normal,Organised,51,Medium,56,Press,55,Normal,Cover,9544,8689,217,FC Lorient,LOR
431,771,897,10199,2010-02-22 00:00:00,45,Balanced,Little,60,Mixed,Organised,45,Normal,70,Lots,60,Normal,Organised,40,Medium,45,Press,50,Normal,Offside Trap,49121,10199,897,FC Luzern,LUZ
432,772,897,10199,2011-02-22 00:00:00,48,Balanced,Little,57,Mixed,Organised,63,Normal,34,Normal,64,Normal,Organised,56,Medium,45,Press,52,Normal,Cover,49121,10199,897,FC Luzern,LUZ
433,773,897,10199,2012-02-22 00:00:00,46,Balanced,Little,48,Mixed,Organised,51,Normal,53,Normal,55,Normal,Organised,48,Medium,47,Press,50,Normal,Cover,49121,10199,897,FC Luzern,LUZ
434,774,897,10199,2013-09-20 00:00:00,46,Balanced,Little,48,Mixed,Organised,51,Normal,53,Normal,55,Normal,Organised,48,Medium,47,Press,50,Normal,Cover,49121,10199,897,FC Luzern,LUZ
435,775,897,10199,2014-09-19 00:00:00,63,Balanced,Normal,51,Mixed,Organised,54,Normal,40,Normal,66,Normal,Organised,48,Medium,53,Press,50,Normal,Cover,49121,10199,897,FC Luzern,LUZ
436,776,897,10199,2015-09-10 00:00:00,63,Balanced,Normal,51,Mixed,Organised,54,Normal,40,Normal,66,Normal,Organised,48,Medium,53,Press,50,Normal,Cover,49121,10199,897,FC Luzern,LUZ
437,825,68,8550,2010-02-22 00:00:00,50,Balanced,Little,30,Short,Organised,50,Normal,60,Normal,65,Normal,Organised,30,Deep,50,Press,30,Narrow,Offside Trap,14106,8550,68,FC Metz,MET
438,826,68,8550,2011-02-22 00:00:00,65,Balanced,Little,65,Mixed,Organised,35,Normal,65,Normal,50,Normal,Organised,35,Medium,35,Press,65,Normal,Cover,14106,8550,68,FC Metz,MET
439,827,68,8550,2012-02-22 00:00:00,50,Balanced,Little,49,Mixed,Organised,49,Normal,54,Normal,53,Normal,Organised,46,Medium,47,Press,50,Normal,Cover,14106,8550,68,FC Metz,MET
440,828,68,8550,2014-09-19 00:00:00,55,Balanced,Normal,49,Mixed,Organised,49,Normal,54,Normal,53,Normal,Organised,46,Medium,54,Press,50,Normal,Cover,14106,8550,68,FC Metz,MET
441,829,68,8550,2015-09-10 00:00:00,55,Balanced,Normal,49,Mixed,Organised,46,Normal,54,Normal,53,Normal,Organised,39,Medium,46,Press,42,Normal,Cover,14106,8550,68,FC Metz,MET
442,880,71,9830,2010-02-22 00:00:00,55,Balanced,Little,35,Mixed,Organised,60,Normal,65,Normal,35,Normal,Organised,30,Deep,45,Press,30,Narrow,Cover,9538,9830,71,FC Nantes,NAN
443,881,71,9830,2011-02-22 00:00:00,50,Balanced,Little,50,Mixed,Organised,35,Normal,50,Normal,35,Normal,Organised,45,Medium,55,Press,50,Normal,Cover,9538,9830,71,FC Nantes,NAN
444,882,71,9830,2012-02-22 00:00:00,46,Balanced,Little,51,Mixed,Organised,52,Normal,34,Normal,49,Normal,Organised,47,Medium,43,Press,50,Normal,Cover,9538,9830,71,FC Nantes,NAN
445,883,71,9830,2013-09-20 00:00:00,46,Balanced,Little,51,Mixed,Organised,52,Normal,44,Normal,49,Normal,Organised,47,Medium,51,Press,54,Normal,Cover,9538,9830,71,FC Nantes,NAN
446,884,71,9830,2014-09-19 00:00:00,63,Balanced,Normal,48,Mixed,Organised,52,Normal,55,Normal,49,Normal,Organised,47,Medium,51,Press,54,Normal,Cover,9538,9830,71,FC Nantes,NAN
447,885,71,9830,2015-09-10 00:00:00,63,Balanced,Lots,56,Mixed,Organised,52,Normal,55,Normal,46,Normal,Organised,39,Medium,41,Press,52,Normal,Cover,9538,9830,71,FC Nantes,NAN
448,944,1892,6403,2010-02-22 00:00:00,30,Slow,Little,30,Short,Organised,50,Normal,60,Normal,60,Normal,Organised,30,Deep,30,Contain,30,Narrow,Offside Trap,35289,6403,1892,FC Paços de Ferreira,FER
449,945,1892,6403,2011-02-22 00:00:00,50,Balanced,Little,50,Mixed,Organised,50,Normal,49,Normal,49,Normal,Organised,45,Medium,55,Press,50,Normal,Offside Trap,35289,6403,1892,FC Paços de Ferreira,FER
450,946,1892,6403,2012-02-22 00:00:00,38,Balanced,Little,39,Mixed,Organised,52,Normal,53,Normal,52,Normal,Organised,36,Medium,39,Press,68,Wide,Cover,35289,6403,1892,FC Paços de Ferreira,FER
451,947,1892,6403,2013-09-20 00:00:00,50,Balanced,Little,39,Mixed,Organised,52,Normal,53,Normal,52,Normal,Organised,36,Medium,39,Press,64,Normal,Cover,35289,6403,1892,FC Paços de Ferreira,FER
452,948,1892,6403,2014-09-19 00:00:00,38,Balanced,Normal,39,Mixed,Organised,52,Normal,53,Normal,52,Normal,Organised,36,Medium,39,Press,64,Normal,Cover,35289,6403,1892,FC Paços de Ferreira,FER
453,949,1892,6403,2015-09-10 00:00:00,63,Balanced,Normal,39,Mixed,Organised,64,Normal,53,Normal,52,Normal,Organised,36,Medium,39,Press,64,Normal,Cover,35289,6403,1892,FC Paços de Ferreira,FER
454,979,100741,6547,2015-09-10 00:00:00,54,Balanced,Normal,39,Mixed,Organised,52,Normal,56,Normal,38,Normal,Organised,40,Medium,35,Press,46,Normal,Cover,38173,6547,100741,FC Penafiel,PEN
455,433,236,9773,2010-02-22 00:00:00,30,Slow,Little,30,Short,Free Form,60,Normal,60,Normal,60,Normal,Free Form,30,Deep,30,Contain,30,Narrow,Offside Trap,35283,9773,236,FC Porto,POR
456,434,236,9773,2011-02-22 00:00:00,50,Balanced,Little,50,Mixed,Organised,50,Normal,65,Normal,65,Normal,Free Form,55,Medium,43,Press,65,Normal,Cover,35283,9773,236,FC Porto,POR
457,435,236,9773,2012-02-22 00:00:00,52,Balanced,Little,53,Mixed,Organised,56,Normal,72,Lots,68,Lots,Organised,61,Medium,49,Press,60,Normal,Cover,35283,9773,236,FC Porto,POR
458,436,236,9773,2013-09-20 00:00:00,52,Balanced,Little,53,Mixed,Organised,56,Normal,72,Lots,68,Lots,Organised,58,Medium,60,Press,57,Normal,Cover,35283,9773,236,FC Porto,POR
459,437,236,9773,2014-09-19 00:00:00,52,Balanced,Normal,53,Mixed,Organised,56,Normal,66,Normal,68,Lots,Organised,58,Medium,60,Press,60,Normal,Cover,35283,9773,236,FC Porto,POR
460,438,236,9773,2015-09-10 00:00:00,70,Fast,Normal,53,Mixed,Organised,56,Normal,66,Normal,68,Lots,Organised,58,Medium,60,Press,60,Normal,Cover,35283,9773,236,FC Porto,POR
461,1148,34,10189,2010-02-22 00:00:00,65,Balanced,Little,55,Mixed,Organised,55,Normal,70,Lots,70,Lots,Organised,70,High,45,Press,70,Wide,Cover,15621,10189,34,FC Schalke 04,S04
462,1149,34,10189,2011-02-22 00:00:00,63,Balanced,Little,57,Mixed,Organised,55,Normal,70,Lots,62,Normal,Organised,37,Medium,67,Double,38,Normal,Cover,15621,10189,34,FC Schalke 04,S04
463,1150,34,10189,2012-02-22 00:00:00,50,Balanced,Little,36,Mixed,Organised,59,Normal,52,Normal,56,Normal,Organised,43,Medium,44,Press,53,Normal,Cover,15621,10189,34,FC Schalke 04,S04
464,1151,34,10189,2013-09-20 00:00:00,60,Balanced,Little,47,Mixed,Organised,62,Normal,54,Normal,52,Normal,Organised,45,Medium,58,Press,42,Normal,Cover,15621,10189,34,FC Schalke 04,S04
465,1152,34,10189,2014-09-19 00:00:00,39,Balanced,Normal,45,Mixed,Organised,42,Normal,56,Normal,41,Normal,Organised,51,Medium,51,Press,40,Normal,Cover,15621,10189,34,FC Schalke 04,S04
466,1153,34,10189,2015-09-10 00:00:00,58,Balanced,Normal,42,Mixed,Organised,64,Normal,61,Normal,37,Normal,Organised,55,Medium,59,Press,56,Normal,Cover,15621,10189,34,FC Schalke 04,S04
467,1163,110770,10179,2010-02-22 00:00:00,35,Balanced,Little,60,Mixed,Organised,50,Normal,60,Normal,60,Normal,Organised,35,Medium,40,Press,45,Normal,Offside Trap,49120,10179,110770,FC Sion,SIO
468,1164,110770,10179,2011-02-22 00:00:00,47,Balanced,Little,56,Mixed,Organised,67,Risky,56,Normal,54,Normal,Organised,41,Medium,43,Press,39,Normal,Cover,49120,10179,110770,FC Sion,SIO
469,1165,110770,10179,2012-02-22 00:00:00,61,Balanced,Little,37,Mixed,Organised,62,Normal,50,Normal,53,Normal,Organised,45,Medium,43,Press,54,Normal,Cover,49120,10179,110770,FC Sion,SIO
470,1166,110770,10179,2013-09-20 00:00:00,61,Balanced,Little,37,Mixed,Organised,62,Normal,50,Normal,53,Normal,Organised,45,Medium,43,Press,54,Normal,Cover,49120,10179,110770,FC Sion,SIO
471,1167,110770,10179,2014-09-19 00:00:00,61,Balanced,Normal,37,Mixed,Organised,62,Normal,50,Normal,53,Normal,Organised,45,Medium,47,Press,54,Normal,Cover,49120,10179,110770,FC Sion,SIO
472,1168,110770,10179,2015-09-10 00:00:00,61,Balanced,Normal,37,Mixed,Organised,62,Normal,50,Normal,53,Normal,Organised,45,Medium,47,Press,54,Normal,Cover,49120,10179,110770,FC Sion,SIO
473,1175,226,9874,2010-02-22 00:00:00,66,Balanced,Little,70,Long,Organised,35,Normal,40,Normal,50,Normal,Organised,65,Medium,30,Contain,65,Normal,Cover,9553,9874,226,FC Sochaux-Montbéliard,SOC
474,1176,226,9874,2011-02-22 00:00:00,50,Balanced,Little,50,Mixed,Organised,35,Normal,65,Normal,35,Normal,Organised,45,Medium,55,Press,65,Normal,Cover,9553,9874,226,FC Sochaux-Montbéliard,SOC
475,1177,226,9874,2012-02-22 00:00:00,63,Balanced,Little,39,Mixed,Organised,63,Normal,72,Lots,49,Normal,Organised,54,Medium,43,Press,49,Normal,Cover,9553,9874,226,FC Sochaux-Montbéliard,SOC
476,1178,226,9874,2013-09-20 00:00:00,63,Balanced,Little,39,Mixed,Organised,63,Normal,64,Normal,49,Normal,Organised,54,Medium,43,Press,49,Normal,Cover,9553,9874,226,FC Sochaux-Montbéliard,SOC
477,1179,226,9874,2014-09-19 00:00:00,63,Balanced,Normal,39,Mixed,Organised,63,Normal,64,Normal,49,Normal,Organised,54,Medium,43,Press,49,Normal,Cover,9553,9874,226,FC Sochaux-Montbéliard,SOC
478,1180,226,9874,2015-09-10 00:00:00,63,Balanced,Normal,39,Mixed,Organised,63,Normal,64,Normal,49,Normal,Organised,54,Medium,43,Press,49,Normal,Cover,9553,9874,226,FC Sochaux-Montbéliard,SOC
479,1211,898,10190,2010-02-22 00:00:00,35,Balanced,Little,60,Mixed,Organised,35,Normal,55,Normal,55,Normal,Organised,50,Medium,55,Press,50,Normal,Cover,49479,10190,898,FC St. Gallen,GAL
480,1212,898,10190,2011-02-22 00:00:00,47,Balanced,Little,55,Mixed,Organised,47,Normal,54,Normal,56,Normal,Organised,49,Medium,55,Press,48,Normal,Cover,49479,10190,898,FC St. Gallen,GAL
481,1213,898,10190,2013-09-20 00:00:00,52,Balanced,Little,48,Mixed,Organised,39,Normal,39,Normal,37,Normal,Organised,40,Medium,41,Press,52,Normal,Cover,49479,10190,898,FC St. Gallen,GAL
482,1214,898,10190,2014-09-19 00:00:00,52,Balanced,Normal,48,Mixed,Organised,39,Normal,39,Normal,37,Normal,Organised,40,Medium,41,Press,52,Normal,Cover,49479,10190,898,FC St. Gallen,GAL
483,1215,898,10190,2015-09-10 00:00:00,52,Balanced,Normal,48,Mixed,Organised,39,Normal,39,Normal,37,Normal,Organised,40,Medium,36,Press,52,Normal,Cover,49479,10190,898,FC St. Gallen,GAL
484,1222,110329,8152,2010-02-22 00:00:00,60,Balanced,Little,60,Mixed,Organised,50,Normal,70,Lots,70,Lots,Organised,60,Medium,70,Double,55,Normal,Cover,16850,8152,110329,FC St. Pauli,STP
